Country Name,Country Code,Series Name,Series Code,1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Sweden,SWE,Adjusted net national income (constant 2015 US$),NY.ADJ.NNTY.KD,210587061594.555,212329753287.124,204703416944.753,205863103189.593,212282672463.118,214673785013.944,214537702812.329,213392945834.502,215146078794.498,226968570087.38,230060224797.022,242319098227.91,250181411329.785,256138581995.421,260939757686.704,260507497832.619,257477171484.591,250287644919.06,240327913040.786,256952427727.94,272452217794.278,274049416403.29,280920802219.405,293057480396.175,306026568669.103,317475174179.608,317966846180.816,321718794172.117,334404962572.925,343431637507.704,353460637034.507,376147029157.039,393577215065.413,390100365397.264,364595171191.198,389218830405.051,397606228042.317,395399874602.389,399645066626.066,410385742753.028,425025439105.011,432827358051.556,447265651168.768,452645522587.547,468476550502.106,459191558176.578,480005108243.569,..,..,..
Sweden,SWE,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,72500681527.1942,77851283957.8568,81357498886.733,89586459946.1205,105804623020.194,122003609516.555,110458839101.259,96518342242.4785,88153191216.5042,92123826704.1,96109714966.0826,127839312300.394,156159516442.123,175923241934.6,184272166369.408,219795869048.114,228785222737.746,233145100415.581,171853247330.814,189869632652.555,223826209651.079,243620338456.049,223331282590.433,226160501275.725,232134216370.059,222027905098.026,203355468496.913,223889286670.34,286522283563.305,326747434965.425,335249772071.934,367328308218.702,428583877503.817,450366238033.956,369325809203.493,423786780953.711,488078480364.854,470536872562.006,500080240620.801,495514182187.217,425025439105.011,432747589460.25,459032738907.882,470799099793.76,458007910571.367,469238771521.351,539858010828.979,..,..,..
Sweden,SWE,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,4.48492858672591,0.461510030119143,-3.93353576387997,0.274151060643234,2.89358516988925,0.921306314447648,-0.183162779253308,-0.59046273429361,0.775916286403628,5.39928014102667,1.19486872426747,5.08387290362644,2.90068006422641,1.91167799777318,1.19701800563834,-0.934005886546572,-1.83466261022176,-3.3607801814305,-4.53542303456615,6.16025561849027,5.47726542717244,0.42627798817972,2.44867167045125,4.26242585147796,4.34409773986575,3.57460051147159,-0.113656256586069,0.851237923338189,3.5572007120999,2.29620230549176,2.5094317061759,5.8214586703168,3.86083040837543,-1.65254856125661,-7.33093493349337,5.84746551212389,1.38641338811989,-1.28785306581965,0.220817407527974,1.67370573852827,2.47789426491178,0.564122572175947,1.95275442836005,0.034019856694826,2.4535682406356,-2.68778121288132,3.90671813136998,..,..,..
Sweden,SWE,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,25705.0571880571,25823.6886052278,24807.9045783882,24875.9157119132,25595.7215198273,25831.5365184179,25784.2227582069,25631.9765314925,25830.8592119275,27225.5396636136,27550.8491220672,28951.4992753029,29791.2896430763,30360.8031724359,30724.2274530664,30437.2613600588,29878.8403063103,28874.6781628546,27565.0893582996,29263.1693242361,30865.9907805274,30997.5657050584,31756.5943150077,33110.1956006396,34548.5348593921,35783.5069631818,35742.8367686923,36047.0933501442,37329.3608114869,38186.5184550656,39144.7830566617,41423.5804238905,43022.8746131339,42311.9007177033,39210.0428069642,41502.8365373904,42078.2374195943,41536.3315489432,41628.0509994518,42324.7820778671,43373.545425611,43618.2253857098,44469.9822135013,44485.1108377226,45576.5833890485,44351.5845432445,46084.2759381453,..,..,..
Sweden,SWE,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,8849.70876519334,9468.32595677854,9859.67454399215,10825.3746884208,12757.2619795697,14680.6033834126,13275.5001832532,11593.4286090996,10583.844633165,11050.5207700377,11509.6134437477,15273.8260602927,18595.2799615379,20852.6606191983,21697.038439043,25680.5825849095,26549.2940411374,26897.0118038521,19711.1940067649,21623.4081108784,25357.1719087533,27555.7508842383,25246.4071120497,25552.0467324528,26206.5385407445,25025.3806730763,22859.3056282754,25085.752411422,31984.2553213704,36331.3847437036,37127.9803817871,40452.4096642975,46849.5373137718,48848.5867755917,39718.7947971792,45188.8555297413,51652.8181092811,49429.3923699191,52089.6352759408,51104.4307652468,43373.545425611,43610.186697005,45639.9405617351,46269.2086666443,44558.1229340654,45322.0070698567,51830.6266145746,..,..,..
Sweden,SWE,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.4301486752998,12.7154616637046,9.2984214163207,6.61271223918076,13.6271017779321,17.1113626070792,16.9019184118,16.9184017260975,16.9326802801031,17.0235163222635,17.5812351629117,17.2213280841911,16.0814501249221,17.5855361390812,18.3886552111997,18.5039817432066,20.6553161141403,21.7742644968422,20.6828727728422,15.4795651170053,17.4227857247695,17.560707108597,17.1834804778281,16.9285379566018,17.1970242083055,17.4871912561563,17.3232227348877,18.2927579617704,18.0783217634771,19.6677529703243,19.6505842148334,19.7627788076617,..,..,..
Sweden,SWE,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39412419609.2021,33787730219.7027,25297552915.4645,13396668186.629,30180251019.016,44460661222.073,48000188080.8621,44183577558.9436,44875362057.5721,46582405532.6461,46237754276.6738,41775663092.4831,43035943072.4939,59785668757.8112,71218086334.4486,73564240744.9431,89659418827.963,110170568375.336,110769145850.151,69158796815.6048,88730982930.1653,102873767796.747,97109695688.0389,101574892053.756,102192852987.427,89033542069.6597,89843435369.2303,100684837616.789,102397124704.336,108082789314.431,111242342536.816,129222750938.125,..,..,..
Sweden,SWE,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.3675161447174,12.6519703041547,9.24030149787194,6.55827464183503,13.5776599942035,17.0670188159111,16.8602208172925,16.8799516026475,16.8976763567019,16.9914340773829,17.5520590836342,17.1934916861239,16.0550175200413,17.561497298715,18.3663601977456,18.4832376164252,20.6356540576191,21.7547991678553,20.6628789655271,15.4583288074034,17.4031954628296,17.5426972516073,17.1666474542492,16.913627164643,17.184419810534,17.4759878619669,17.3126087782218,18.2827731028946,18.0683904804151,19.6581804324538,19.6410057135243,19.753713446822,..,..,..
Sweden,SWE,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39252440620.7654,33619019953.0611,25139430192.6313,13286383268.4079,30070751180.5267,44345442211.0744,47881770021.4373,44083162399.2194,44782593889.1498,46494617080.8871,46161022672.1027,41708137290.659,42965206163.1933,59703943746.0691,71131739172.3116,73481770606.4741,89574070893.7597,110072080256.096,110662067061.682,69063918334.8615,88631213397.0233,102768262828.493,97014566543.5464,101485424074.446,102117951693.293,88976501584.8117,89788388202.5265,100629880135.985,102340873087.428,108030184088.23,111188118453.095,129163475323.225,..,..,..
Sweden,SWE,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.253097591710947,0.261466839126389,0.27942792640338,0.391058708756793,0.386734285394816,0.342595571669224,0.356747497921721,0.363761768234335,0.37697731766319,0.371451153145756,0.376038697180716,0.420007879271647,0.406801964805816,0.341179749056057,0.305278970673794,0.29384274186953,0.27626913442552,0.239938251087409,0.231264892652241,0.265063613752381,0.27008078846045,0.226990251018737,0.231678107746489,0.218403984135222,0.221431924269075,0.267658818187629,0.268524757367084,0.260297820749338,0.249082937293866,0.259717954040394,0.242448294258335,0.22362343377079,..,..,..
Sweden,SWE,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,646473906.149614,694773910.334527,760219658.558466,792244327.77607,856509183.029411,890170233.542133,1013136294.97019,949989045.062565,999073586.566591,1016422689.87492,988962647.825868,1018859148.07858,1088652208.7974,1159911150.99458,1182325941.71955,1168198202.0967,1199213311.27628,1214008101.22047,1238561727.1626,1184237442.59925,1375470846.58109,1329749550.00502,1309291826.52325,1310471180.05805,1315853243.52941,1362746727.03852,1392650031.27631,1432700518.36486,1410826564.84905,1427262227.16332,1372504547.57439,1462205065.76171,..,..,..
Sweden,SWE,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,11.4194810526565,11.6394152903471,12.3720338219208,12.6099670721407,12.6523079140861,12.8596534075837,13.2034655930082,13.5837675825352,13.7989981550008,13.4203995893582,13.547371519411,13.2831857196698,13.2371685522952,13.3858984034343,13.6781439833022,13.8896098042007,13.8785932418378,14.2862159694566,15.144567987386,14.228266462904,13.8103238596188,14.2050687479118,14.4412452586887,14.6415586839331,15.1491427970018,15.5494743567002,16.1499064273971,16.3293508862468,15.7128592803137,15.5998808229175,15.6052612649175,15.2262147347231,15.1220169767626,15.7762141304953,17.2590930056907,16.4174424325688,16.2204911915995,16.5950252741591,16.5613668951793,16.5414153464925,16.4500047660241,16.4781446037028,16.4657434549725,16.7144001799024,16.5375504258243,16.993295322518,16.8603634442905,..,..,..
Sweden,SWE,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,9349772855.29343,10260889106.6171,11492968188.2414,12931616424.6849,15337650113.4095,18016127148.7241,16809349465.4164,15176839222.4703,14117122592.0449,14283891961.6079,15065247829.4777,19585017154.3778,23830873730.4747,27236320906.8898,29252064953.1025,35477501956.1248,36878422245.7861,38867490326.3405,30681321796.3329,31511664065.7431,35883532164.5043,40341336112.7879,37714311922.9017,38803381163.5097,41453451794.7389,40894326694.0222,39176598145.4944,43699356071.2671,53419116297.6969,60417341371.2705,62040117230.5298,66093085020.8807,76512398641.6634,84491056110.8633,77109279064.366,83610957929.0887,95022542889.3391,93784135081.8466,99371786208.1794,98296914991.3547,83752854871.2079,85460606398.9509,90628800177.0059,94671758914.9964,90880975632.9613,96199378014.922,110244746818.861,..,..,..
Sweden,SWE,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,5.6,5.5,5.7,6.1,5.8,6,6,6,5.9,5.7,5.6,5.6,5.4,5.3,4.9,5,5.3,5.1,5.3,7.9619566,8.0744949,8.2848299,8.0430274,7.21543541836226,6.85965649334337,6.7360632757556,6.61259024572404,6.46672678517897,6.32086332463384,6.69,6.47,5.96,5.7,5.85,6.37,6.11,6.02,7.08,7.06687591874821,7.03826821716559,7.00931903840277,7.20552388873377,7.12834836356004,7.10473688546251,7.07961708394365,7.07961708394365,7.07961708394365,..,..,..
Sweden,SWE,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,4585035672.65546,4848601813.63209,5294999966.52981,6255596048.6887,7030999503.16066,8405884627.38792,7638607915.62984,6703665590.679,6036019597.76186,6066748135.10964,6227435906.97239,8256761471.16626,9721619667.84433,10783923234.4301,10479135067.2416,12771237801.5814,14083245650.1034,13875206778.9072,10737249531.0533,17633525653.9762,20980058136.3248,23528299198.292,21004922964.3503,19122505796.2332,18770464018.0403,17715503811.3335,16040884937.7649,17305758102.0655,21489082732.6064,25909942413.1503,25722065889.6576,25870828277.8998,28840112593.9516,31330246544.5828,28459555057.6184,31117085078.5678,35266238330.0745,40011489311.4026,42402785192.9293,41824719235.7562,35686948941.3059,37370010748.3547,39235013056.035,40241823238.3687,38905550769.591,40077851125.0093,46291445351.8589,..,..,..
Sweden,SWE,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,1.6980288870208E-05,0.000125955513967696,4.1716916937207E-05,3.94978203083458E-05,8.0898311462726E-05,0.00215009787670093,0.000386921819613552,0.000818222032757065,0.00157623480790673,0.000781729593817016,0.000401240411124269,8.70168933107229E-05,0.000114734330168223,5.67585575345236E-05,8.70902467342314E-05,0.000100989772149696,3.16842199504403E-05,1.70971519540587E-05,1.14777339483796E-05,0,0,0,0,0,0,0,0.000683869190911897,0.00150468102238401,0.00140447366476377,0.00217423757786903,0.00355809356547759,0.00540370518077996,0.00825954195881837,0.0139292092278173,0.0124814838459469,0.0151368158100461,0.0220729799066752,0.0199927436955999,0.0155009140836057,0.0134461495694928,0.00750690390118918,0.00595753990894641,0.00765766453871839,0.0201589457969788,0.0191894103170098,0.00983060801001922,0.0203138760991424,..,..,..
Sweden,SWE,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,13902.7196789104,111037.842447406,38752.8199624979,40505.3128938859,98068.2737415454,3012245.78152329,492590.679004997,914181.147754827,1612573.59172871,832027.465868315,446196.239922079,128299.5950051,206556.207544507,115486.778745148,186251.113993349,257952.879130258,84191.8212818785,46515.0036652866,23252.6968782628,0,0,0,0,0,0,0,1658936.45247316,4026711.91456957,4774798.82538418,8420683.17415456,14145520.4223773,23456095.4356302,41790547.3801385,74599240.9023237,55764125.0729199,77088966.5106081,129307470.106936,112985798.118942,93008839.7954513,79903381.5128603,38220331.3561934,30897591.0522174,42148412.6240573,114181953.042314,105454090.027008,55651264.6972716,132826207.149054,..,..,..
Sweden,SWE,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,26.8725863315185,24.5881348250039,21.3099994420063,20.8165224289137,21.4518930876734,22.100747408107,20.5095897937254,19.4031758201278,21.4929223886252,23.8999827772815,23.7343854192461,24.0726862057846,24.1592576454499,24.8805705782345,25.6263684669054,24.6321240253993,21.5773382069565,18.7825490083887,16.8755094626178,20.3212204616938,23.2365376218914,23.1897745576591,23.7230107459731,24.7577862264928,25.7019801107766,26.7983212523972,27.1988078673958,26.3597268160509,27.3273276771149,27.6370797496057,28.0007710279289,30.3482135703711,31.6082885871057,30.9715184532723,26.7097592391852,28.3701483203359,28.4519656307021,27.0740474629351,26.7363659842316,26.9950084481061,27.2657438727397,26.9457045561704,28.0261045297178,28.1025837640952,29.5044603111673,29.9239707553395,30.3431933897672,..,..,..
Sweden,SWE,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0307401901420511,0.050038920454743,0.047613491245908,0.0318262117627244,0.0674438029708727,0.0537681984063089,0.0325588931391823,0.0283404935331156,0.0327358316777053,0.024077900816136,0.0259015661610397,0.0120124206711692,0.0218836424538493,0.152637242254528,0.156869875505709,0.0591669644156435,0.0217847780677048,0.0184665990561028,0.0271590495603631,0.0410745354628157,0.0467504835242169,0.0108698000255729,0.0426293929525976,0.0220053631556662,0.0175263317087735,0.0276363113601239,0.0194718530690602,0.00734594423280141,0.00721135963298463,0.0310905072368497,0.0641271843698971,0.145009881901376,0.163809320454727,0.117237448054728,0.0635560188909522,0.354702558727043,0.441704099580228,0.123870859505731,0.0794321529799064,0.0599590366350719,0.0627011668732867,0.0753788090376812,0.127995991246868,0.145356823087445,0.0998666346048967,0.107429399663286,0.555730911888683,..,..,..
Sweden,SWE,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,25168726.4974136,44112509.1761925,44230427.1146404,32638020.417644,81758162.9619779,75328212.0709893,41450769.8095173,31664198.553468,33490529.077231,25627115.7673067,28803632.7067999,17711373.6023484,39397120.1635953,310571377.959989,335481757.837899,151127074.509978,57886864.3321643,50240760.8640391,55021413.6143136,90968704.2012658,121472348.968772,30869421.6192997,111329611.408054,58319097.891386,47958287.5654216,72682093.2626344,47235008.2190308,19658652.3827612,24516509.1869411,120411547.399463,254943378.930558,629450629.743123,828820920.32509,627876607.147412,283952279.257471,1806433665.71114,2587581735.40985,700036380.099973,476610111.588812,356304959.619487,319234055.192496,390937140.370974,704500416.023853,823313188.859211,548810250.150519,608159937.903866,3633754034.01103,..,..,..
Sweden,SWE,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,0.0307571704309213,0.0501648759687107,0.0476552081628452,0.0318657095830327,0.0675247012823354,0.0559182962830098,0.0329458149587959,0.0291587155658727,0.034312066485612,0.024859630409953,0.026302806572164,0.0120994375644799,0.0219983767840175,0.152694000812063,0.156956965752443,0.0592679541877932,0.0218164622876552,0.0184836962080569,0.0271705272943115,0.0410745354628157,0.0467504835242169,0.0108698000255729,0.0426293929525976,0.0220053631556662,0.0175263317087735,0.0276363113601239,0.0201557222599721,0.00885062525518542,0.0086158332977484,0.0332647448147187,0.0676852779353747,0.150413587082156,0.172068862413545,0.131166657282545,0.0760375027368991,0.369839374537089,0.463777079486903,0.143863603201331,0.0949330670635121,0.0734051862045647,0.0702080707744759,0.0813363489466276,0.135653655785586,0.165515768884424,0.119056044921906,0.117260007673305,0.576044787987825,..,..,..
Sweden,SWE,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..
Sweden,SWE,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..
Sweden,SWE,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,15.4531052788621,12.9487195346568,8.93796562008549,8.20655535677307,8.79958517358727,9.24109400052331,7.30612420071708,5.81940823759266,7.69392423362433,10.4795831879234,10.1870138998352,10.7895004861148,10.9220890931546,11.4946721748002,11.9482244836032,10.7425142211986,7.69874496511867,4.49633303893213,1.73094147523186,6.09295399878978,9.42621376227262,8.9847058097473,9.28176548728442,10.1162275425597,10.5528373137747,11.248846895697,11.0489014399987,10.0303759298041,11.6144683968012,12.0371989266882,12.3955097630115,15.121998835648,16.4862716103432,15.195304322777,9.45066623349459,11.9527058877671,12.2314744391026,10.4790221887759,10.1749990890523,10.4535931016136,10.8157391067156,10.4675599524677,11.5603610747453,11.3881835841928,12.966909885343,12.9306754328214,13.4828299454766,..,..,..
Sweden,SWE,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,12652328385.1577,11415124549.0818,8302899589.33285,8415884469.3729,10667220514.3986,12946594999.8743,9301436358.69537,6501894460.0773,7871301264.04261,11153858203.8702,11328388597.2608,15908273554.8004,19663036322.5852,23388238176.9783,25552460852.5308,27439040741.1594,20457229536.0873,12232853070.9835,3506707649.66301,13494203252.2705,24492245668.259,25515894599.1597,24239973251.064,26810248945.7969,28876322492.0461,29583895206.4288,26802531247.4683,26842522543.5231,39485788484.2118,46619302093.5915,49279461956.7352,65640710586.5183,83415075350.3096,81379936880.7807,42223195604.916,60872891330.4003,71654168222.1939,59220520381.3784,61052196992.2686,62120195336.3323,55066794241.941,54287909383.5751,63629173907.7671,64503623172.7176,71258765112.1807,73200807161.982,88160090893.1879,..,..,..
Sweden,SWE,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0626325305824503,0.0634913595499087,0.058119918448755,0.0544375973457225,0.0494417837286896,0.0443437911680816,0.041697594507528,0.0384501234500329,0.0350039234012438,0.0320822448805986,0.0291760792775466,0.0278363980671376,0.0264326048807891,0.0240388403662579,0.0222950134541163,0.0207441267814003,0.0196620565212459,0.0194653289869673,0.019993807315033,0.0212363096018718,0.0195902619399613,0.0180098569896922,0.0168330235789161,0.0149107919587531,0.0126043977714824,0.0112033941893573,0.0106139566659954,0.00998485887577901,0.00993128306199029,0.00957253787054915,0.00957850130915333,0.00906536083965554,..,..,..
Sweden,SWE,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,159978988.436658,168710266.641585,158122722.833275,110284918.221137,109499838.489221,115219010.99862,118418059.424753,100415159.724273,92768168.4223455,87788451.7590072,76731604.5710937,67525801.8241054,70736909.3005145,81725011.7421829,86347162.1370051,82470138.4690247,85347934.2032737,98488119.2390256,107078788.469208,94878480.7433439,99769533.1419319,105504968.253994,95129144.4924278,89467979.3097967,74901294.13402,57040484.8480153,55047166.7037278,54957480.8038991,56251616.9076684,52605226.2008817,54224083.7205157,59275614.8995044,..,..,..
Sweden,SWE,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,..,..,..,..,..,4.46061659645595,4.52081057058971,4.65980058087747,4.59845639994774,4.59008490466382,4.55000852900642,4.38522672688217,4.15886750453312,3.97378417352732,3.90380140965735,3.5646473887849,2.99816663714922,2.84842741114626,2.68349609121289,2.67949329673331,2.65647506939749,2.3393721527832,2.26622338906203,2.12333617361142,1.94975171461409,1.78479651609314,1.79176053647418,1.75198900224741,1.71154239821013,1.68060922880723,1.16031308365398,1.24037935354901,1.43885348222349,1.25959310578854,1.13932850824165,1.36163812170019,1.41169579751865,1.25256677921832,1.23061954894016,1.25158848475017,1.30289041518333,1.27441325068162,1.31525688825892,1.27924121516752,1.29094538271318,1.19966667848375,1.11492008235868,1.04020128176122,0.993696150422338,..
Sweden,SWE,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,..,..,..,..,..,..,0.779301661236317,8.05974316942155,4.61255276702568,3.00981135227731,1.21048881351959,-0.273695420970185,-5.98518745767436,-1.08769562286852,11.154235221686,5.40117683208032,-6.68414879836031,-2.41476401931409,1.55367897028647,-5.85595099633666,-0.921846171957725,-1.89505398393408,2.74755904962704,-6.86846713787887,1.70771801785934,4.20358868179345,4.02943019771268,3.07797241793514,-0.162449042769381,10.3408427245564,-0.393884717778434,3.03886294251805,3.93799048121848,-15.4880129101929,4.46806951855856,0.405859568741462,4.76444526686663,1.06153751688376,6.54457330150481,10.0551151700747,3.39641324059193,-0.61700734560624,3.72342177716712,-9.1457464059813,8.12240780919676,-4.91712721827878,-3.5477714487328,-1.69369014375975,-10.5070562318771,..
