DATAFLOW,LAST UPDATE,freq,currency,estruct,ecase,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,"Two-earner couple with two children, one earning 100% and the other 67% of the average earning",2017,2802.25,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,"Two-earner couple with two children, one earning 100% and the other 67% of the average earning",2018,3021.94,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,"Two-earner couple with two children, one earning 100% and the other 67% of the average earning",2019,3003.09,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,"Two-earner couple with two children, one earning 100% and the other 67% of the average earning",2020,3032.96,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,"Two-earner couple with two children, one earning 100% and the other 67% of the average earning",2021,3134.09,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,"Two-earner couple with two children, one earning 100% and the other 67% of the average earning",2022,2991.65,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,"Two-earner couple with two children, one earning 100% and the other 67% of the average earning",2023,2770.32,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,"Two-earner couple with two children, one earning 100% and the other 67% of the average earning",2024,2781.54,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,"Two-earner couple without children, both earning 100% of the average earning",2014,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,"Two-earner couple without children, both earning 100% of the average earning",2015,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,"Two-earner couple without children, both earning 100% of the average earning",2016,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,"Two-earner couple without children, both earning 100% of the average earning",2017,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,"Two-earner couple without children, both earning 100% of the average earning",2018,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,"Two-earner couple without children, both earning 100% of the average earning",2019,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,"Two-earner couple without children, both earning 100% of the average earning",2020,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,"Two-earner couple without children, both earning 100% of the average earning",2021,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,"Two-earner couple without children, both earning 100% of the average earning",2022,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,"Two-earner couple without children, both earning 100% of the average earning",2023,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,"Two-earner couple without children, both earning 100% of the average earning",2024,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,"Two-earner couple without children, one earning 100% and the other 33% of the average earning",2014,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,"Two-earner couple without children, one earning 100% and the other 33% of the average earning",2015,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,"Two-earner couple without children, one earning 100% and the other 33% of the average earning",2016,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,"Two-earner couple without children, one earning 100% and the other 33% of the average earning",2017,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,"Two-earner couple without children, one earning 100% and the other 33% of the average earning",2018,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,"Two-earner couple without children, one earning 100% and the other 33% of the average earning",2019,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,"Two-earner couple without children, one earning 100% and the other 33% of the average earning",2020,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,"Two-earner couple without children, one earning 100% and the other 33% of the average earning",2021,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person with two children earning 67% of the average earning,2014,2967.52,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person with two children earning 67% of the average earning,2015,2886.62,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person with two children earning 67% of the average earning,2016,2851.44,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person with two children earning 67% of the average earning,2017,2802.25,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person with two children earning 67% of the average earning,2018,3021.94,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person with two children earning 67% of the average earning,2019,3003.09,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person with two children earning 67% of the average earning,2020,3032.96,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person with two children earning 67% of the average earning,2021,3134.09,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person with two children earning 67% of the average earning,2022,2991.65,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person with two children earning 67% of the average earning,2023,2770.32,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person with two children earning 67% of the average earning,2024,2781.54,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 100% of the average earning,2014,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 100% of the average earning,2015,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 100% of the average earning,2016,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 100% of the average earning,2017,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 100% of the average earning,2018,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 100% of the average earning,2019,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 100% of the average earning,2020,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 100% of the average earning,2021,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 100% of the average earning,2022,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 100% of the average earning,2023,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 100% of the average earning,2024,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 125% of the average earning,2014,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 125% of the average earning,2015,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 125% of the average earning,2016,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 125% of the average earning,2017,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 125% of the average earning,2018,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 125% of the average earning,2019,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 125% of the average earning,2020,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 125% of the average earning,2021,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 125% of the average earning,2022,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 125% of the average earning,2023,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 125% of the average earning,2024,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 167% of the average earning,2014,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 167% of the average earning,2015,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 167% of the average earning,2016,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 167% of the average earning,2017,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 167% of the average earning,2018,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 167% of the average earning,2019,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 167% of the average earning,2020,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 167% of the average earning,2021,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 167% of the average earning,2022,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 167% of the average earning,2023,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 167% of the average earning,2024,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 50% of the average earning,2014,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 50% of the average earning,2015,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 50% of the average earning,2016,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 50% of the average earning,2017,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 50% of the average earning,2018,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 50% of the average earning,2019,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 50% of the average earning,2020,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 50% of the average earning,2021,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 50% of the average earning,2022,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 50% of the average earning,2023,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 50% of the average earning,2024,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 67% of the average earning,2014,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 67% of the average earning,2015,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 67% of the average earning,2016,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 67% of the average earning,2017,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 67% of the average earning,2018,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 67% of the average earning,2019,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 67% of the average earning,2020,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 67% of the average earning,2021,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 67% of the average earning,2022,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 67% of the average earning,2023,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 67% of the average earning,2024,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 80% of the average earning,2014,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 80% of the average earning,2015,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 80% of the average earning,2016,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 80% of the average earning,2017,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 80% of the average earning,2018,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 80% of the average earning,2019,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 80% of the average earning,2020,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 80% of the average earning,2021,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 80% of the average earning,2022,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 80% of the average earning,2023,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Family allowances,Single person without children earning 80% of the average earning,2024,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Gross earning,One-earner couple with two children earning 100% of the average earning,2014,44863.22,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Gross earning,One-earner couple with two children earning 100% of the average earning,2015,44272.73,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Gross earning,One-earner couple with two children earning 100% of the average earning,2016,44879.87,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Gross earning,One-earner couple with two children earning 100% of the average earning,2017,45232.64,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Gross earning,One-earner couple with two children earning 100% of the average earning,2018,43629.94,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Gross earning,One-earner couple with two children earning 100% of the average earning,2019,42975.51,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Gross earning,One-earner couple with two children earning 100% of the average earning,2020,44272.28,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Gross earning,One-earner couple with two children earning 100% of the average earning,2021,46939.93,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Gross earning,One-earner couple with two children earning 100% of the average earning,2022,46452.36,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Gross earning,One-earner couple with two children earning 100% of the average earning,2023,44996.95,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Gross earning,One-earner couple with two children earning 100% of the average earning,2024,46997.76,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Gross earning,"Two-earner couple with two children, both earning 100% of the average earning",2014,89726.44,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Gross earning,"Two-earner couple with two children, both earning 100% of the average earning",2015,88545.46,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Gross earning,"Two-earner couple with two children, both earning 100% of the average earning",2016,89759.74,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Gross earning,"Two-earner couple with two children, both earning 100% of the average earning",2017,90465.28,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Gross earning,"Two-earner couple with two children, both earning 100% of the average earning",2018,87259.88,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Gross earning,"Two-earner couple with two children, both earning 100% of the average earning",2019,85951.03,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Gross earning,"Two-earner couple with two children, both earning 100% of the average earning",2020,88544.56,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Gross earning,"Two-earner couple with two children, both earning 100% of the average earning",2021,93879.86,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Gross earning,"Two-earner couple with two children, both earning 100% of the average earning",2022,92904.72,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Gross earning,"Two-earner couple with two children, both earning 100% of the average earning",2023,89993.9,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Gross earning,"Two-earner couple with two children, both earning 100% of the average earning",2024,93995.52,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Gross earning,"Two-earner couple with two children, one earning 100% and the other 33% of the average earning",2014,59668.08,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Gross earning,"Two-earner couple with two children, one earning 100% and the other 33% of the average earning",2015,58882.73,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Gross earning,"Two-earner couple with two children, one earning 100% and the other 33% of the average earning",2016,59690.23,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Gross earning,"Two-earner couple with two children, one earning 100% and the other 33% of the average earning",2017,60159.41,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Gross earning,"Two-earner couple with two children, one earning 100% and the other 33% of the average earning",2018,58027.82,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Gross earning,"Two-earner couple with two children, one earning 100% and the other 33% of the average earning",2019,57157.43,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Gross earning,"Two-earner couple with two children, one earning 100% and the other 33% of the average earning",2020,58882.13,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Gross earning,"Two-earner couple with two children, one earning 100% and the other 33% of the average earning",2021,63297.94,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Gross earning,"Two-earner couple with two children, one earning 100% and the other 67% of the average earning",2014,74921.58,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Gross earning,"Two-earner couple with two children, one earning 100% and the other 67% of the average earning",2015,73935.46,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Gross earning,"Two-earner couple with two children, one earning 100% and the other 67% of the average earning",2016,74949.38,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Gross earning,"Two-earner couple with two children, one earning 100% and the other 67% of the average earning",2017,75538.51,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Gross earning,"Two-earner couple with two children, one earning 100% and the other 67% of the average earning",2018,72862.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Gross earning,"Two-earner couple with two children, one earning 100% and the other 67% of the average earning",2019,71769.11,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Gross earning,"Two-earner couple with two children, one earning 100% and the other 67% of the average earning",2020,73934.71,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Gross earning,"Two-earner couple with two children, one earning 100% and the other 67% of the average earning",2021,78389.68,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Gross earning,"Two-earner couple with two children, one earning 100% and the other 67% of the average earning",2022,77575.44,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Gross earning,"Two-earner couple with two children, one earning 100% and the other 67% of the average earning",2023,75144.91,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Gross earning,"Two-earner couple with two children, one earning 100% and the other 67% of the average earning",2024,78486.26,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Gross earning,"Two-earner couple without children, both earning 100% of the average earning",2014,89726.44,,
